Client Name,Parent Client Name,Ticket Number,Complete Date,Survey Rating
Villa Angela-Saint Joseph_OH_0053660,,T20250716.0034,7/22/2025,
Villa Angela-Saint Joseph_OH_0053660,,T20251107.0051,11/25/2025,
Villa Angela-Saint Joseph_OH_0053660,,T20251107.0061,11/7/2025,5
Villa Angela-Saint Joseph_OH_0053660,,T20251107.0063,12/4/2025,
Villa Angela-Saint Joseph_OH_0053660,,T20251107.0088,11/7/2025,5
Villa Angela-Saint Joseph_OH_0053660,,T20251107.0104,11/7/2025,5
Villa Angela-Saint Joseph_OH_0053660,,T20251028.0163,12/16/2025,5
Villa Angela-Saint Joseph_OH_0053660,,T20251029.0040,10/29/2025,
Villa Angela-Saint Joseph_OH_0053660,,T20251029.0043,10/29/2025,
Villa Angela-Saint Joseph_OH_0053660,,T20251204.0092,12/4/2025,
Villa Angela-Saint Joseph_OH_0053660,,T20250818.0182,8/21/2025,
Villa Angela-Saint Joseph_OH_0053660,,T20250818.0194,8/21/2025,
Villa Angela-Saint Joseph_OH_0053660,,T20251107.0119,11/13/2025,
Villa Angela-Saint Joseph_OH_0053660,,T20251105.0080,11/5/2025,
Villa Angela-Saint Joseph_OH_0053660,,T20251105.0091,11/14/2025,
Villa Angela-Saint Joseph_OH_0053660,,T20251204.0119,12/5/2025,
Villa Angela-Saint Joseph_OH_0053660,,T20251204.0123,12/5/2025,
Villa Angela-Saint Joseph_OH_0053660,,T20251204.0137,12/5/2025,
Villa Angela-Saint Joseph_OH_0053660,,T20251205.0016,12/5/2025,
Villa Angela-Saint Joseph_OH_0053660,,T20251205.0021,12/9/2025,
Villa Angela-Saint Joseph_OH_0053660,,T20250822.0289,8/22/2025,5
Villa Angela-Saint Joseph_OH_0053660,,T20250729.0110,7/29/2025,
Villa Angela-Saint Joseph_OH_0053660,,T20250729.0153,7/29/2025,
Villa Angela-Saint Joseph_OH_0053660,,T20251112.0059,11/12/2025,
Villa Angela-Saint Joseph_OH_0053660,,T20251112.0078,11/12/2025,
Villa Angela-Saint Joseph_OH_0053660,,T20251112.0080,11/13/2025,
Villa Angela-Saint Joseph_OH_0053660,,T20251112.0082,11/12/2025,
Villa Angela-Saint Joseph_OH_0053660,,T20251112.0086,11/12/2025,
Villa Angela-Saint Joseph_OH_0053660,,T20251112.0106,11/14/2025,5
Villa Angela-Saint Joseph_OH_0053660,,T20251118.0010,11/18/2025,5
Villa Angela-Saint Joseph_OH_0053660,,T20251118.0035,11/18/2025,
Villa Angela-Saint Joseph_OH_0053660,,T20251118.0042,11/18/2025,
Villa Angela-Saint Joseph_OH_0053660,,T20251118.0068,11/18/2025,
Villa Angela-Saint Joseph_OH_0053660,,T20251111.0080,11/11/2025,
Villa Angela-Saint Joseph_OH_0053660,,T20251111.0082,11/18/2025,5
Villa Angela-Saint Joseph_OH_0053660,,T20251111.0091,11/12/2025,
Villa Angela-Saint Joseph_OH_0053660,,T20251111.0098,11/11/2025,
Villa Angela-Saint Joseph_OH_0053660,,T20251111.0105,11/11/2025,
Villa Angela-Saint Joseph_OH_0053660,,T20251111.0115,11/12/2025,5
Villa Angela-Saint Joseph_OH_0053660,,T20251205.0033,12/5/2025,5
Villa Angela-Saint Joseph_OH_0053660,,T20251205.0066,12/8/2025,
Villa Angela-Saint Joseph_OH_0053660,,T20251205.0069,12/5/2025,
Villa Angela-Saint Joseph_OH_0053660,,T20251205.0081,12/9/2025,
Villa Angela-Saint Joseph_OH_0053660,,T20251205.0083,12/5/2025,
Villa Angela-Saint Joseph_OH_0053660,,T20250903.0222,9/3/2025,
Villa Angela-Saint Joseph_OH_0053660,,T20250903.0254,9/4/2025,
Villa Angela-Saint Joseph_OH_0053660,,T20250903.0255,10/2/2025,
Villa Angela-Saint Joseph_OH_0053660,,T20250915.0052,9/16/2025,
Villa Angela-Saint Joseph_OH_0053660,,T20250915.0087,9/16/2025,
Villa Angela-Saint Joseph_OH_0053660,,T20251201.0147,12/1/2025,
Villa Angela-Saint Joseph_OH_0053660,,T20251201.0170,12/1/2025,
Villa Angela-Saint Joseph_OH_0053660,,T20251209.0049,12/9/2025,
Villa Angela-Saint Joseph_OH_0053660,,T20251209.0064,12/9/2025,
Villa Angela-Saint Joseph_OH_0053660,,T20251205.0101,12/5/2025,
Villa Angela-Saint Joseph_OH_0053660,,T20251205.0114,12/9/2025,
Villa Angela-Saint Joseph_OH_0053660,,T20251205.0147,12/5/2025,
Villa Angela-Saint Joseph_OH_0053660,,T20251205.0148,12/5/2025,
Villa Angela-Saint Joseph_OH_0053660,,T20250811.0127,8/12/2025,
Villa Angela-Saint Joseph_OH_0053660,,T20250811.0132,8/13/2025,
Villa Angela-Saint Joseph_OH_0053660,,T20251029.0050,10/29/2025,
Villa Angela-Saint Joseph_OH_0053660,,T20251029.0097,10/29/2025,5
Villa Angela-Saint Joseph_OH_0053660,,T20251112.0021,11/12/2025,
Villa Angela-Saint Joseph_OH_0053660,,T20251112.0025,11/12/2025,
Villa Angela-Saint Joseph_OH_0053660,,T20251118.0075,11/18/2025,
Villa Angela-Saint Joseph_OH_0053660,,T20251118.0118,11/18/2025,
Villa Angela-Saint Joseph_OH_0053660,,T20251106.0210,11/10/2025,
Villa Angela-Saint Joseph_OH_0053660,,T20250814.0048,8/14/2025,
Villa Angela-Saint Joseph_OH_0053660,,T20250814.0049,8/15/2025,
Villa Angela-Saint Joseph_OH_0053660,,T20251112.0140,11/13/2025,
Villa Angela-Saint Joseph_OH_0053660,,T20251020.0032,10/20/2025,
Villa Angela-Saint Joseph_OH_0053660,,T20251020.0042,10/20/2025,
Villa Angela-Saint Joseph_OH_0053660,,T20251020.0052,10/20/2025,
Villa Angela-Saint Joseph_OH_0053660,,T20251020.0059,10/20/2025,
Villa Angela-Saint Joseph_OH_0053660,,T20251020.0068,10/20/2025,
Villa Angela-Saint Joseph_OH_0053660,,T20250814.0091,8/14/2025,
Villa Angela-Saint Joseph_OH_0053660,,T20250829.0264,8/29/2025,
Villa Angela-Saint Joseph_OH_0053660,,T20250829.0269,9/2/2025,
Villa Angela-Saint Joseph_OH_0053660,,T20251106.0231,11/7/2025,
Villa Angela-Saint Joseph_OH_0053660,,T20251107.0027,11/7/2025,
Villa Angela-Saint Joseph_OH_0053660,,T20251020.0117,10/21/2025,
Villa Angela-Saint Joseph_OH_0053660,,T20250827.0358,8/28/2025,
Villa Angela-Saint Joseph_OH_0053660,,T20250827.0359,8/28/2025,
Villa Angela-Saint Joseph_OH_0053660,,T20250827.0364,8/28/2025,
Villa Angela-Saint Joseph_OH_0053660,,T20250709.0359,9/25/2025,
Villa Angela-Saint Joseph_OH_0053660,,T20250930.0014,10/3/2025,
Villa Angela-Saint Joseph_OH_0053660,,T20251007.0158,10/9/2025,
Villa Angela-Saint Joseph_OH_0053660,,T20251119.0106,11/19/2025,
Villa Angela-Saint Joseph_OH_0053660,,T20250910.0037,9/15/2025,5
Villa Angela-Saint Joseph_OH_0053660,,T20251118.0171,11/18/2025,
Villa Angela-Saint Joseph_OH_0053660,,T20251118.0180,11/18/2025,
Villa Angela-Saint Joseph_OH_0053660,,T20250814.0297,8/14/2025,5
Villa Angela-Saint Joseph_OH_0053660,,T20250814.0302,8/22/2025,5
Villa Angela-Saint Joseph_OH_0053660,,T20251029.0139,10/30/2025,
Villa Angela-Saint Joseph_OH_0053660,,T20251208.0159,12/8/2025,
Villa Angela-Saint Joseph_OH_0053660,,T20251208.0162,12/8/2025,
Villa Angela-Saint Joseph_OH_0053660,,T20251208.0183,12/8/2025,
Villa Angela-Saint Joseph_OH_0053660,,T20251118.0208,11/19/2025,
Villa Angela-Saint Joseph_OH_0053660,,T20251110.0028,12/10/2025,
Villa Angela-Saint Joseph_OH_0053660,,T20251110.0052,11/10/2025,
Villa Angela-Saint Joseph_OH_0053660,,T20251030.0029,10/30/2025,5
Villa Angela-Saint Joseph_OH_0053660,,T20251030.0036,10/30/2025,5
Villa Angela-Saint Joseph_OH_0053660,,T20251030.0046,10/30/2025,
Villa Angela-Saint Joseph_OH_0053660,,T20250802.0029,8/13/2025,
Villa Angela-Saint Joseph_OH_0053660,,T20251216.0140,12/16/2025,5
Villa Angela-Saint Joseph_OH_0053660,,T20251216.0168,12/16/2025,
Villa Angela-Saint Joseph_OH_0053660,,T20251111.0015,11/11/2025,
Villa Angela-Saint Joseph_OH_0053660,,T20251111.0016,11/20/2025,
Villa Angela-Saint Joseph_OH_0053660,,T20251111.0049,11/11/2025,
Villa Angela-Saint Joseph_OH_0053660,,T20251111.0053,11/11/2025,
Villa Angela-Saint Joseph_OH_0053660,,T20251119.0180,11/19/2025,5
Villa Angela-Saint Joseph_OH_0053660,,T20250612.0043,7/25/2025,
Villa Angela-Saint Joseph_OH_0053660,,T20250730.0275,8/13/2025,
Villa Angela-Saint Joseph_OH_0053660,,T20251013.0096,10/14/2025,
Villa Angela-Saint Joseph_OH_0053660,,T20251119.0041,11/19/2025,5
Villa Angela-Saint Joseph_OH_0053660,,T20251119.0047,11/19/2025,
Villa Angela-Saint Joseph_OH_0053660,,T20251119.0063,11/19/2025,
Villa Angela-Saint Joseph_OH_0053660,,T20251110.0170,11/11/2025,
Villa Angela-Saint Joseph_OH_0053660,,T20251110.0203,11/11/2025,
Villa Angela-Saint Joseph_OH_0053660,,T20251119.0541,11/19/2025,
Villa Angela-Saint Joseph_OH_0053660,,T20251106.0058,11/6/2025,
Villa Angela-Saint Joseph_OH_0053660,,T20251106.0067,11/24/2025,
Villa Angela-Saint Joseph_OH_0053660,,T20251106.0068,11/7/2025,
Villa Angela-Saint Joseph_OH_0053660,,T20251217.0057,12/17/2025,5
Villa Angela-Saint Joseph_OH_0053660,,T20251013.0155,10/14/2025,
Villa Angela-Saint Joseph_OH_0053660,,T20250930.0085,9/30/2025,
Villa Angela-Saint Joseph_OH_0053660,,T20250930.0105,9/30/2025,
Villa Angela-Saint Joseph_OH_0053660,,T20251208.0099,12/8/2025,5
Villa Angela-Saint Joseph_OH_0053660,,T20251208.0115,12/8/2025,5
Villa Angela-Saint Joseph_OH_0053660,,T20250826.0108,8/26/2025,
Villa Angela-Saint Joseph_OH_0053660,,T20251020.0160,10/20/2025,5
Villa Angela-Saint Joseph_OH_0053660,,T20251020.0175,10/20/2025,
Villa Angela-Saint Joseph_OH_0053660,,T20251007.0023,10/7/2025,
Villa Angela-Saint Joseph_OH_0053660,,T20251007.0025,10/21/2025,
Villa Angela-Saint Joseph_OH_0053660,,T20251007.0030,10/7/2025,
Villa Angela-Saint Joseph_OH_0053660,,T20251106.0081,11/6/2025,5
Villa Angela-Saint Joseph_OH_0053660,,T20251106.0083,11/6/2025,
Villa Angela-Saint Joseph_OH_0053660,,T20251106.0084,11/7/2025,
Villa Angela-Saint Joseph_OH_0053660,,T20251106.0077,11/6/2025,
Villa Angela-Saint Joseph_OH_0053660,,T20251106.0088,11/7/2025,
Villa Angela-Saint Joseph_OH_0053660,,T20251106.0100,11/28/2025,5
Villa Angela-Saint Joseph_OH_0053660,,T20251106.0104,11/26/2025,5
Villa Angela-Saint Joseph_OH_0053660,,T20251106.0105,11/6/2025,5
Villa Angela-Saint Joseph_OH_0053660,,T20250930.0126,9/30/2025,
Villa Angela-Saint Joseph_OH_0053660,,T20251007.0102,10/7/2025,
Villa Angela-Saint Joseph_OH_0053660,,T20251007.0122,10/7/2025,
Villa Angela-Saint Joseph_OH_0053660,,T20251103.0560,11/3/2025,
Villa Angela-Saint Joseph_OH_0053660,,T20251103.0570,11/4/2025,
Villa Angela-Saint Joseph_OH_0053660,,T20251103.0571,11/3/2025,
Villa Angela-Saint Joseph_OH_0053660,,T20251103.0574,11/3/2025,
Villa Angela-Saint Joseph_OH_0053660,,T20251103.0616,11/3/2025,5
Villa Angela-Saint Joseph_OH_0053660,,T20250828.0032,8/28/2025,
Villa Angela-Saint Joseph_OH_0053660,,T20250828.0039,8/28/2025,
Villa Angela-Saint Joseph_OH_0053660,,T20250915.0247,10/9/2025,
Villa Angela-Saint Joseph_OH_0053660,,T20250916.0033,9/16/2025,
Villa Angela-Saint Joseph_OH_0053660,,T20251119.0789,11/19/2025,
Villa Angela-Saint Joseph_OH_0053660,,T20250910.0152,9/11/2025,
Villa Angela-Saint Joseph_OH_0053660,,T20251103.0742,11/5/2025,
Villa Angela-Saint Joseph_OH_0053660,,T20251120.0010,11/20/2025,5
Villa Angela-Saint Joseph_OH_0053660,,T20250807.0118,8/15/2025,
Villa Angela-Saint Joseph_OH_0053660,,T20251006.0029,10/8/2025,
Villa Angela-Saint Joseph_OH_0053660,,T20251006.0040,10/6/2025,
Villa Angela-Saint Joseph_OH_0053660,,T20251209.0120,12/9/2025,5
Villa Angela-Saint Joseph_OH_0053660,,T20251121.0009,11/21/2025,
Villa Angela-Saint Joseph_OH_0053660,,T20251121.0020,11/24/2025,
Villa Angela-Saint Joseph_OH_0053660,,T20251121.0038,11/21/2025,
Villa Angela-Saint Joseph_OH_0053660,,T20251121.0042,11/21/2025,
Villa Angela-Saint Joseph_OH_0053660,,T20250826.0177,8/27/2025,
Villa Angela-Saint Joseph_OH_0053660,,T20251022.0117,10/22/2025,5
Villa Angela-Saint Joseph_OH_0053660,,T20251022.0133,10/22/2025,
Villa Angela-Saint Joseph_OH_0053660,,T20251219.0015,12/19/2025,
Villa Angela-Saint Joseph_OH_0053660,,T20251103.0793,11/3/2025,
Villa Angela-Saint Joseph_OH_0053660,,T20250826.0348,8/26/2025,
Villa Angela-Saint Joseph_OH_0053660,,T20251114.0092,11/14/2025,
Villa Angela-Saint Joseph_OH_0053660,,T20251103.0876,11/3/2025,
Villa Angela-Saint Joseph_OH_0053660,,T20251103.0885,11/10/2025,
Villa Angela-Saint Joseph_OH_0053660,,T20250930.0198,10/1/2025,
Villa Angela-Saint Joseph_OH_0053660,,T20251209.0142,12/9/2025,
Villa Angela-Saint Joseph_OH_0053660,,T20251210.0015,12/10/2025,
Villa Angela-Saint Joseph_OH_0053660,,T20251114.0159,11/18/2025,
Villa Angela-Saint Joseph_OH_0053660,,T20250808.0033,8/11/2025,
Villa Angela-Saint Joseph_OH_0053660,,T20250812.0033,8/15/2025,
Villa Angela-Saint Joseph_OH_0053660,,T20251016.0051,10/16/2025,
Villa Angela-Saint Joseph_OH_0053660,,T20251016.0057,10/16/2025,
Villa Angela-Saint Joseph_OH_0053660,,T20251016.0064,10/22/2025,5
Villa Angela-Saint Joseph_OH_0053660,,T20251016.0066,10/16/2025,
Villa Angela-Saint Joseph_OH_0053660,,T20251016.0074,10/16/2025,
Villa Angela-Saint Joseph_OH_0053660,,T20251230.0009,1/2/2026,
Villa Angela-Saint Joseph_OH_0053660,,T20251022.0149,10/22/2025,
Villa Angela-Saint Joseph_OH_0053660,,T20251113.0045,11/13/2025,
Villa Angela-Saint Joseph_OH_0053660,,T20251113.0083,11/13/2025,
Villa Angela-Saint Joseph_OH_0053660,,T20250902.0018,9/2/2025,
Villa Angela-Saint Joseph_OH_0053660,,T20251030.0089,10/30/2025,
Villa Angela-Saint Joseph_OH_0053660,,T20251030.0102,10/30/2025,
Villa Angela-Saint Joseph_OH_0053660,,T20251113.0094,11/13/2025,5
Villa Angela-Saint Joseph_OH_0053660,,T20251113.0106,11/13/2025,
Villa Angela-Saint Joseph_OH_0053660,,T20251113.0118,11/13/2025,
Villa Angela-Saint Joseph_OH_0053660,,T20251113.0120,11/13/2025,
Villa Angela-Saint Joseph_OH_0053660,,T20250826.0444,8/28/2025,
Villa Angela-Saint Joseph_OH_0053660,,T20250826.0450,8/26/2025,
Villa Angela-Saint Joseph_OH_0053660,,T20251030.0165,10/31/2025,
Villa Angela-Saint Joseph_OH_0053660,,T20251113.0127,11/14/2025,
Villa Angela-Saint Joseph_OH_0053660,,T20251113.0180,11/13/2025,
Villa Angela-Saint Joseph_OH_0053660,,T20251031.0010,11/4/2025,
Villa Angela-Saint Joseph_OH_0053660,,T20251113.0196,11/13/2025,
Villa Angela-Saint Joseph_OH_0053660,,T20251114.0044,11/14/2025,
Villa Angela-Saint Joseph_OH_0053660,,T20251114.0051,11/14/2025,
Villa Angela-Saint Joseph_OH_0053660,,T20251115.0008,11/17/2025,
Villa Angela-Saint Joseph_OH_0053660,,T20251116.0002,11/17/2025,
Villa Angela-Saint Joseph_OH_0053660,,T20251001.0165,10/1/2025,
Villa Angela-Saint Joseph_OH_0053660,,T20250812.0157,8/13/2025,
Villa Angela-Saint Joseph_OH_0053660,,T20251022.0025,10/22/2025,
Villa Angela-Saint Joseph_OH_0053660,,T20251022.0045,10/22/2025,
Villa Angela-Saint Joseph_OH_0053660,,T20250905.0274,9/8/2025,
Villa Angela-Saint Joseph_OH_0053660,,T20250905.0286,9/8/2025,
Villa Angela-Saint Joseph_OH_0053660,,T20250905.0298,9/5/2025,
Villa Angela-Saint Joseph_OH_0053660,,T20250909.0081,9/9/2025,
Villa Angela-Saint Joseph_OH_0053660,,T20250805.0063,8/12/2025,
Villa Angela-Saint Joseph_OH_0053660,,T20250902.0358,9/3/2025,
Villa Angela-Saint Joseph_OH_0053660,,T20250902.0378,9/2/2025,
Villa Angela-Saint Joseph_OH_0053660,,T20251021.0021,10/21/2025,
Villa Angela-Saint Joseph_OH_0053660,,T20251021.0054,10/27/2025,5
Villa Angela-Saint Joseph_OH_0053660,,T20250903.0351,9/4/2025,
Villa Angela-Saint Joseph_OH_0053660,,T20250903.0353,9/4/2025,
Villa Angela-Saint Joseph_OH_0053660,,T20250902.0089,9/2/2025,
Villa Angela-Saint Joseph_OH_0053660,,T20250905.0145,9/5/2025,
Villa Angela-Saint Joseph_OH_0053660,,T20250911.0103,10/1/2025,
Villa Angela-Saint Joseph_OH_0053660,,T20251210.0053,12/10/2025,
Villa Angela-Saint Joseph_OH_0053660,,T20251021.0089,10/21/2025,
Villa Angela-Saint Joseph_OH_0053660,,T20251021.0124,10/22/2025,
Villa Angela-Saint Joseph_OH_0053660,,T20260102.0034,1/5/2026,
Villa Angela-Saint Joseph_OH_0053660,,T20260102.0038,1/5/2026,
Villa Angela-Saint Joseph_OH_0053660,,T20260102.0042,1/2/2026,
Villa Angela-Saint Joseph_OH_0053660,,T20260102.0043,1/5/2026,
Villa Angela-Saint Joseph_OH_0053660,,T20260102.0047,1/5/2026,
Villa Angela-Saint Joseph_OH_0053660,,T20250905.0187,9/9/2025,
Villa Angela-Saint Joseph_OH_0053660,,T20250905.0188,9/5/2025,
Villa Angela-Saint Joseph_OH_0053660,,T20250905.0191,9/5/2025,5
Villa Angela-Saint Joseph_OH_0053660,,T20250905.0238,9/5/2025,
Villa Angela-Saint Joseph_OH_0053660,,T20251103.0518,11/3/2025,
Villa Angela-Saint Joseph_OH_0053660,,T20250710.0030,7/30/2025,
Villa Angela-Saint Joseph_OH_0053660,,T20250710.0032,7/10/2025,
Villa Angela-Saint Joseph_OH_0053660,,T20250710.0037,7/14/2025,
Villa Angela-Saint Joseph_OH_0053660,,T20250826.0503,8/27/2025,
Villa Angela-Saint Joseph_OH_0053660,,T20250818.0310,8/22/2025,
Villa Angela-Saint Joseph_OH_0053660,,T20250818.0325,8/21/2025,
Villa Angela-Saint Joseph_OH_0053660,,T20250818.0333,8/21/2025,
Villa Angela-Saint Joseph_OH_0053660,,T20250818.0335,9/5/2025,
Villa Angela-Saint Joseph_OH_0053660,,T20250724.0049,7/24/2025,
Villa Angela-Saint Joseph_OH_0053660,,T20250911.0197,9/15/2025,
Villa Angela-Saint Joseph_OH_0053660,,T20250911.0220,9/19/2025,
Villa Angela-Saint Joseph_OH_0053660,,T20251210.0092,12/15/2025,
Villa Angela-Saint Joseph_OH_0053660,,T20250902.0184,9/2/2025,
Villa Angela-Saint Joseph_OH_0053660,,T20251210.0131,12/10/2025,
Villa Angela-Saint Joseph_OH_0053660,,T20251120.0031,11/20/2025,
Villa Angela-Saint Joseph_OH_0053660,,T20251120.0036,11/21/2025,5
Villa Angela-Saint Joseph_OH_0053660,,T20251120.0066,11/20/2025,
Villa Angela-Saint Joseph_OH_0053660,,T20251120.0076,11/20/2025,
Villa Angela-Saint Joseph_OH_0053660,,T20251120.0088,11/20/2025,
Villa Angela-Saint Joseph_OH_0053660,,T20250916.0064,9/17/2025,
Villa Angela-Saint Joseph_OH_0053660,,T20250916.0127,9/16/2025,
Villa Angela-Saint Joseph_OH_0053660,,T20250916.0200,9/17/2025,
Villa Angela-Saint Joseph_OH_0053660,,T20250916.0209,9/17/2025,
Villa Angela-Saint Joseph_OH_0053660,,T20250916.0220,9/17/2025,
Villa Angela-Saint Joseph_OH_0053660,,T20251124.0018,11/24/2025,
Villa Angela-Saint Joseph_OH_0053660,,T20251124.0019,11/25/2025,
Villa Angela-Saint Joseph_OH_0053660,,T20250917.0026,9/17/2025,
Villa Angela-Saint Joseph_OH_0053660,,T20250917.0027,9/24/2025,5
Villa Angela-Saint Joseph_OH_0053660,,T20250925.0129,9/25/2025,
Villa Angela-Saint Joseph_OH_0053660,,T20250926.0037,9/30/2025,5
Villa Angela-Saint Joseph_OH_0053660,,T20250926.0056,10/27/2025,5
Villa Angela-Saint Joseph_OH_0053660,,T20251031.0038,10/31/2025,
Villa Angela-Saint Joseph_OH_0053660,,T20251031.0040,10/31/2025,
Villa Angela-Saint Joseph_OH_0053660,,T20251031.0042,10/31/2025,
Villa Angela-Saint Joseph_OH_0053660,,T20251031.0067,11/11/2025,
Villa Angela-Saint Joseph_OH_0053660,,T20251014.0093,10/14/2025,
Villa Angela-Saint Joseph_OH_0053660,,T20251014.0103,10/14/2025,
Villa Angela-Saint Joseph_OH_0053660,,T20251014.0105,10/14/2025,
Villa Angela-Saint Joseph_OH_0053660,,T20251014.0124,10/14/2025,
Villa Angela-Saint Joseph_OH_0053660,,T20251103.0494,11/3/2025,
Villa Angela-Saint Joseph_OH_0053660,,T20251103.0500,11/3/2025,
Villa Angela-Saint Joseph_OH_0053660,,T20251031.0018,10/31/2025,
Villa Angela-Saint Joseph_OH_0053660,,T20251031.0087,10/31/2025,
Villa Angela-Saint Joseph_OH_0053660,,T20251031.0095,12/30/2025,5
Villa Angela-Saint Joseph_OH_0053660,,T20251031.0118,10/31/2025,
Villa Angela-Saint Joseph_OH_0053660,,T20251031.0120,10/31/2025,
Villa Angela-Saint Joseph_OH_0053660,,T20250714.0130,7/21/2025,5
Villa Angela-Saint Joseph_OH_0053660,,T20251124.0102,11/24/2025,
Villa Angela-Saint Joseph_OH_0053660,,T20251124.0126,11/25/2025,5
Villa Angela-Saint Joseph_OH_0053660,,T20251125.0011,11/25/2025,
Villa Angela-Saint Joseph_OH_0053660,,T20251125.0012,11/25/2025,
Villa Angela-Saint Joseph_OH_0053660,,T20251014.0203,10/14/2025,
Villa Angela-Saint Joseph_OH_0053660,,T20251021.0152,10/21/2025,
Villa Angela-Saint Joseph_OH_0053660,,T20251021.0154,10/22/2025,
Villa Angela-Saint Joseph_OH_0053660,,T20250923.0040,10/10/2025,
Villa Angela-Saint Joseph_OH_0053660,,T20250923.0061,9/24/2025,
Villa Angela-Saint Joseph_OH_0053660,,T20250926.0078,9/30/2025,
Villa Angela-Saint Joseph_OH_0053660,,T20251015.0009,10/15/2025,
Villa Angela-Saint Joseph_OH_0053660,,T20251015.0013,10/15/2025,
Villa Angela-Saint Joseph_OH_0053660,,T20251015.0025,10/15/2025,
Villa Angela-Saint Joseph_OH_0053660,,T20251015.0034,10/15/2025,
Villa Angela-Saint Joseph_OH_0053660,,T20251015.0040,10/15/2025,
Villa Angela-Saint Joseph_OH_0053660,,T20251103.0520,11/3/2025,
Villa Angela-Saint Joseph_OH_0053660,,T20251103.0524,11/3/2025,
Villa Angela-Saint Joseph_OH_0053660,,T20251211.0072,12/15/2025,5
Villa Angela-Saint Joseph_OH_0053660,,T20251212.0013,12/12/2025,
Villa Angela-Saint Joseph_OH_0053660,,T20251212.0026,12/12/2025,
Villa Angela-Saint Joseph_OH_0053660,,T20251212.0027,12/12/2025,
Villa Angela-Saint Joseph_OH_0053660,,T20251212.0043,12/12/2025,
Villa Angela-Saint Joseph_OH_0053660,,T20251212.0050,12/12/2025,
Villa Angela-Saint Joseph_OH_0053660,,T20251212.0060,12/12/2025,
Villa Angela-Saint Joseph_OH_0053660,,T20251008.0035,10/21/2025,
Villa Angela-Saint Joseph_OH_0053660,,T20250902.0248,9/2/2025,
Villa Angela-Saint Joseph_OH_0053660,,T20251218.0047,12/18/2025,5
Villa Angela-Saint Joseph_OH_0053660,,T20251218.0065,12/18/2025,
Villa Angela-Saint Joseph_OH_0053660,,T20250817.0024,8/18/2025,
Villa Angela-Saint Joseph_OH_0053660,,T20250818.0356,8/27/2025,
Villa Angela-Saint Joseph_OH_0053660,,T20250820.0036,8/21/2025,
Villa Angela-Saint Joseph_OH_0053660,,T20250820.0049,8/21/2025,
Villa Angela-Saint Joseph_OH_0053660,,T20251125.0030,11/25/2025,
Villa Angela-Saint Joseph_OH_0053660,,T20251125.0032,11/25/2025,
Villa Angela-Saint Joseph_OH_0053660,,T20250903.0153,9/4/2025,5
Villa Angela-Saint Joseph_OH_0053660,,T20250903.0191,9/5/2025,
Villa Angela-Saint Joseph_OH_0053660,,T20250827.0219,8/27/2025,
Villa Angela-Saint Joseph_OH_0053660,,T20250827.0221,8/29/2025,
Villa Angela-Saint Joseph_OH_0053660,,T20250827.0233,8/28/2025,
Villa Angela-Saint Joseph_OH_0053660,,T20251006.0067,10/7/2025,
Villa Angela-Saint Joseph_OH_0053660,,T20251006.0074,10/7/2025,
Villa Angela-Saint Joseph_OH_0053660,,T20251006.0103,10/6/2025,5
Villa Angela-Saint Joseph_OH_0053660,,T20250924.0052,9/25/2025,
Villa Angela-Saint Joseph_OH_0053660,,T20250820.0162,8/20/2025,
Villa Angela-Saint Joseph_OH_0053660,,T20250819.0071,9/5/2025,
Villa Angela-Saint Joseph_OH_0053660,,T20251121.0077,11/21/2025,
Villa Angela-Saint Joseph_OH_0053660,,T20250822.0033,8/22/2025,5
Villa Angela-Saint Joseph_OH_0053660,,T20250822.0073,8/22/2025,
Villa Angela-Saint Joseph_OH_0053660,,T20250822.0081,8/22/2025,
Villa Angela-Saint Joseph_OH_0053660,,T20250822.0083,8/22/2025,
Villa Angela-Saint Joseph_OH_0053660,,T20250822.0086,8/22/2025,
Villa Angela-Saint Joseph_OH_0053660,,T20251015.0173,10/16/2025,
Villa Angela-Saint Joseph_OH_0053660,,T20251015.0174,10/15/2025,
Villa Angela-Saint Joseph_OH_0053660,,T20250826.0083,9/16/2025,
Villa Angela-Saint Joseph_OH_0053660,,T20250904.0045,9/19/2025,
Villa Angela-Saint Joseph_OH_0053660,,T20250904.0068,10/2/2025,
Villa Angela-Saint Joseph_OH_0053660,,T20250820.0249,8/22/2025,
Villa Angela-Saint Joseph_OH_0053660,,T20250829.0044,8/29/2025,5
Villa Angela-Saint Joseph_OH_0053660,,T20250829.0059,9/2/2025,
Villa Angela-Saint Joseph_OH_0053660,,T20250829.0062,9/2/2025,
Villa Angela-Saint Joseph_OH_0053660,,T20250829.0066,8/29/2025,
Villa Angela-Saint Joseph_OH_0053660,,T20250829.0071,9/2/2025,
Villa Angela-Saint Joseph_OH_0053660,,T20251215.0011,12/15/2025,
Villa Angela-Saint Joseph_OH_0053660,,T20251215.0013,12/15/2025,
Villa Angela-Saint Joseph_OH_0053660,,T20251215.0018,12/15/2025,
Villa Angela-Saint Joseph_OH_0053660,,T20251215.0044,12/15/2025,
Villa Angela-Saint Joseph_OH_0053660,,T20250820.0377,8/21/2025,5
Villa Angela-Saint Joseph_OH_0053660,,T20250821.0049,8/21/2025,
Villa Angela-Saint Joseph_OH_0053660,,T20250822.0088,8/22/2025,
Villa Angela-Saint Joseph_OH_0053660,,T20250822.0094,8/22/2025,
